93, 73, 146
89, 75, 145
88, 76, 147
90, 80, 146
95, 80, 143
90, 74, 142
91, 73, 145
96, 77, 148
91, 75, 145
88, 75, 140
90, 74, 142
91, 73, 145
84, 78, 143
86, 77, 144
85, 77, 141
85, 78, 141
88, 80, 143
91, 80, 143
87, 76, 145
89, 75, 146
89, 76, 146
87, 76, 147
87, 76, 146
88, 76, 142
90, 74, 142
89, 75, 144
91, 73, 147
90, 74, 144
88, 75, 139
90, 74, 142
90, 74, 142
86, 77, 143
87, 76, 145
85, 77, 141
85, 78, 141
86, 79, 143
91, 81, 143
93, 80, 147
95, 78, 147
89, 76, 147
87, 77, 147
88, 76, 146
89, 75, 142
91, 73, 142
91, 73, 145
93, 73, 147
89, 75, 142
89, 75, 139
89, 75, 141
90, 74, 143
88, 75, 144
87, 78, 143
86, 77, 141
85, 78, 142
89, 82, 144
104, 92, 143
88, 78, 147
90, 79, 146
90, 76, 147
87, 79, 147
88, 76, 145
89, 75, 143
91, 74, 143
90, 74, 145
90, 74, 147
90, 74, 144
89, 74, 141
89, 75, 141
89, 75, 143
88, 75, 144
87, 80, 143
88, 80, 142
85, 79, 142
88, 83, 144
90, 78, 147
92, 77, 150
91, 78, 147
91, 78, 148
96, 85, 146
88, 76, 146
88, 75, 144
91, 74, 145
89, 75, 145
94, 79, 147
93, 77, 145
90, 75, 142
89, 75, 142
89, 74, 144
87, 76, 144
91, 80, 145
97, 86, 144
89, 79, 145
94, 86, 145
90, 77, 147
89, 75, 148
88, 75, 146
88, 77, 146
86, 77, 147
86, 77, 145
87, 76, 144
88, 75, 143
89, 75, 146
90, 79, 146
88, 78, 143
88, 76, 141
88, 75, 141
89, 75, 143
85, 78, 142
86, 77, 144
89, 77, 146
89, 77, 146
89, 78, 146
89, 76, 147
88, 76, 144
94, 76, 147
90, 76, 147
87, 77, 146
87, 76, 147
88, 75, 146
89, 76, 144
90, 76, 146
90, 79, 146
95, 84, 143
94, 81, 142
98, 78, 143
88, 75, 142
88, 75, 143
89, 76, 144
91, 77, 146
95, 82, 145
91, 78, 147
88, 75, 147
88, 76, 144
89, 75, 146
88, 75, 146
87, 76, 145
87, 76, 146
88, 76, 146
87, 76, 145
87, 77, 146
88, 77, 144
87, 79, 143
87, 76, 141
90, 74, 142
88, 76, 142
89, 75, 143
88, 75, 143
88, 75, 145
92, 80, 145
90, 77, 146
89, 75, 146
88, 75, 145
86, 77, 144
86, 77, 144
87, 76, 143
87, 76, 146
86, 77, 145
89, 77, 147
97, 84, 147
86, 78, 143
89, 85, 140
91, 82, 140
87, 76, 140
88, 76, 141
89, 75, 142
88, 76, 142
88, 76, 146
90, 78, 146
95, 82, 145
89, 75, 145
88, 75, 145
87, 77, 145
85, 78, 142
88, 76, 143
87, 76, 143
87, 76, 146
86, 77, 147
87, 77, 147
86, 79, 145
85, 87, 139
83, 81, 138
88, 76, 140
88, 77, 141
89, 75, 142
88, 75, 142
87, 76, 144
91, 79, 146
90, 78, 145
87, 76, 144
89, 75, 145
88, 78, 145
85, 77, 143
88, 75, 143
86, 77, 142
87, 77, 146
91, 78, 148
93, 80, 148
88, 79, 147
86, 83, 143
86, 81, 141
88, 76, 142
86, 77, 140
89, 75, 141
88, 76, 142
88, 76, 144
90, 78, 146
98, 87, 143
93, 80, 145
90, 74, 145
86, 77, 144
85, 78, 143
87, 76, 141
86, 77, 140
86, 77, 144
86, 77, 146
88, 76, 147
87, 79, 146
84, 79, 142
84, 79, 141
87, 76, 142
88, 76, 140
88, 76, 141
88, 76, 141
89, 76, 144
89, 78, 146
90, 79, 144
89, 78, 145
90, 76, 144
104, 90, 143
91, 78, 144
87, 76, 140
85, 77, 138
86, 77, 143
92, 79, 147
94, 78, 147
96, 83, 145
88, 80, 144
84, 78, 142
88, 76, 143
88, 76, 142
89, 76, 141
94, 78, 143
90, 75, 146
89, 79, 146
90, 79, 145
89, 78, 144
88, 77, 142
88, 77, 143
86, 77, 142
85, 78, 139
83, 79, 139
85, 78, 143
85, 78, 145
89, 75, 146
87, 76, 144
85, 78, 142
85, 78, 142
88, 76, 143
87, 76, 141
87, 76, 140
88, 75, 140
90, 74, 145
89, 81, 144
88, 76, 145
89, 78, 144
88, 76, 143
94, 78, 144
93, 75, 143
91, 78, 142
93, 85, 142
95, 85, 143
86, 77, 144
91, 77, 146
88, 75, 142
86, 77, 142
87, 77, 144
88, 76, 144
88, 76, 143
88, 76, 140
88, 75, 138
91, 77, 143
93, 82, 144
88, 78, 144
87, 77, 144
87, 76, 142
89, 75, 143
89, 75, 141
87, 76, 141
86, 81, 143
85, 79, 144
86, 77, 144
85, 78, 142
87, 76, 141
87, 76, 141
86, 77, 142
88, 76, 143
87, 76, 141
87, 76, 139
87, 77, 138
88, 78, 142
89, 78, 145
86, 78, 142
87, 76, 144
88, 76, 142
89, 75, 142
91, 73, 143
88, 75, 144
90, 82, 145
91, 81, 145
85, 78, 142
85, 77, 141
87, 76, 140
87, 76, 141
87, 76, 142
87, 76, 142
88, 76, 142
87, 76, 140
91, 75, 143
89, 77, 144
90, 76, 145
86, 77, 141
88, 76, 144
88, 76, 142
89, 75, 143
89, 75, 143
88, 75, 143
83, 79, 143
85, 78, 145
85, 78, 142
85, 78, 140
85, 78, 140
86, 77, 141
88, 76, 143
87, 76, 142
87, 76, 141
86, 77, 140
85, 78, 140
86, 77, 143
89, 75, 145
88, 76, 143
87, 76, 144
88, 75, 143
92, 75, 145
88, 75, 143
87, 76, 143
87, 76, 146
90, 80, 147
90, 79, 144
87, 77, 141
87, 77, 141
86, 77, 142
91, 76, 144
88, 75, 142
87, 76, 142
88, 76, 142
104, 87, 142
87, 77, 143
88, 76, 144
89, 76, 143
88, 75, 146
88, 75, 143
89, 75, 145
89, 75, 144
88, 76, 144
86, 77, 148
84, 78, 147
86, 77, 144
86, 77, 141
87, 77, 142
87, 78, 142
86, 77, 143
88, 75, 142
87, 76, 142
86, 77, 142
86, 77, 142
85, 77, 143
87, 76, 144
88, 76, 144
89, 75, 146
96, 77, 146
95, 76, 146
90, 74, 147
91, 74, 149
102, 88, 148
97, 87, 147
94, 83, 144
87, 76, 143
87, 76, 142
86, 77, 143
88, 76, 144
91, 73, 145
88, 75, 143
86, 77, 142
86, 78, 142
86, 78, 143
86, 77, 143
88, 76, 144
89, 76, 146
89, 75, 145
89, 75, 145
91, 73, 145
91, 73, 147
87, 78, 147
85, 79, 145
84, 78, 142
88, 75, 143
88, 75, 142
87, 76, 142
86, 77, 142
88, 76, 142
89, 75, 143
87, 76, 141
83, 81, 138
84, 78, 142
86, 78, 143
88, 76, 144
88, 77, 144
94, 76, 147
90, 74, 145
91, 73, 145
95, 72, 148
96, 78, 149
95, 79, 148
87, 76, 143
89, 75, 143
90, 76, 143
87, 76, 142
87, 76, 142
89, 75, 143
88, 76, 142
88, 76, 142
88, 79, 141
86, 77, 142
87, 77, 143
89, 76, 145
89, 76, 145
89, 75, 145
89, 75, 143
92, 73, 144
92, 72, 146
91, 73, 147
90, 74, 146
88, 75, 144
90, 74, 144
87, 76, 142
88, 76, 143
87, 76, 143
87, 76, 142
88, 76, 142
88, 75, 142
87, 76, 141
86, 77, 142
87, 76, 143
89, 76, 144
89, 75, 146
93, 77, 145
90, 74, 142
91, 73, 143
91, 74, 143
91, 73, 144
90, 74, 143
89, 74, 144
91, 74, 145
87, 76, 143
88, 76, 145
85, 78, 143
85, 77, 141
88, 75, 142
89, 75, 144
86, 77, 142
86, 77, 142
86, 77, 141
88, 75, 144
94, 78, 147
89, 77, 143
90, 74, 141
90, 74, 142
90, 74, 142
90, 74, 143
90, 74, 143
90, 74, 142
89, 74, 144
88, 76, 144
85, 77, 143
84, 79, 142
84, 79, 141
86, 77, 142
87, 76, 142
87, 77, 143
86, 77, 142
86, 77, 141
88, 75, 144
91, 76, 146
105, 84, 144
91, 73, 142
91, 73, 142
90, 74, 140
90, 74, 142
90, 74, 140
88, 75, 139
91, 74, 143
91, 74, 146
95, 81, 145
89, 76, 146
91, 81, 143
88, 78, 141
87, 77, 142
87, 77, 143
85, 78, 142
86, 77, 142
89, 78, 143
92, 75, 146
92, 72, 144
91, 73, 141
90, 74, 141
90, 74, 140
91, 73, 142
87, 76, 138
89, 75, 139
90, 74, 142
90, 74, 146
87, 76, 144
88, 75, 144
84, 79, 141
86, 79, 140
86, 78, 139
86, 77, 140
85, 78, 142
84, 78, 142
86, 79, 141
90, 74, 146
93, 73, 142
90, 74, 141
89, 75, 140
89, 74, 139
91, 73, 142
91, 73, 143
92, 73, 141
95, 73, 143
89, 74, 144
88, 76, 144
88, 75, 142
89, 76, 143
85, 77, 141
86, 81, 136
87, 81, 135
91, 83, 140
89, 80, 143
90, 82, 142
90, 74, 144
90, 74, 140
89, 75, 139
89, 75, 140
88, 75, 139
89, 74, 141
87, 76, 139
87, 76, 138
90, 74, 142
88, 76, 142
88, 76, 144
89, 75, 142
89, 75, 143
86, 77, 142
82, 81, 137
82, 83, 137
85, 82, 141
84, 81, 142
86, 80, 141
91, 73, 145
91, 73, 140
90, 75, 139
90, 74, 140
93, 75, 142
94, 74, 144
92, 75, 141
89, 74, 141
92, 73, 143
86, 77, 140
87, 76, 144
89, 75, 143
89, 75, 142
87, 76, 144
89, 88, 141
84, 86, 140
98, 97, 140
98, 92, 140
96, 87, 141
93, 76, 145
91, 73, 141
91, 74, 143
91, 73, 143
90, 74, 140
89, 75, 141
91, 74, 141
90, 74, 142
91, 73, 143
88, 75, 141
88, 76, 143
89, 75, 142
88, 75, 141
87, 76, 144
81, 85, 141
81, 87, 140
84, 89, 141
86, 82, 142
85, 78, 142
88, 78, 143
92, 74, 141
98, 87, 143
92, 72, 146
90, 74, 140
90, 74, 142
90, 75, 140
90, 76, 143
91, 73, 144
90, 74, 143
91, 75, 145
90, 74, 143
87, 76, 141
87, 77, 144
83, 84, 144
86, 93, 141
86, 93, 141
87, 80, 145
89, 79, 142
90, 78, 144
89, 77, 140
94, 92, 139
93, 72, 148
91, 74, 141
90, 74, 142
90, 76, 139
88, 80, 137
90, 74, 142
90, 74, 142
88, 75, 143
88, 76, 141
87, 76, 140
83, 79, 141
82, 81, 143
81, 89, 139
80, 88, 142
85, 78, 147
85, 78, 142
88, 76, 144
96, 78, 144
105, 95, 143
95, 75, 147
88, 75, 140
88, 76, 141
88, 75, 138
90, 77, 138
90, 74, 139
91, 73, 142
91, 73, 145
90, 74, 143
87, 76, 140
85, 78, 143
82, 80, 142
84, 85, 141
84, 86, 145
86, 82, 146
85, 78, 143
87, 78, 143
90, 74, 143
90, 77, 144
88, 77, 143
88, 75, 141
85, 77, 138
89, 75, 141
90, 74, 140
91, 74, 141
90, 74, 142
92, 73, 144
89, 75, 141
88, 75, 140
86, 77, 141
83, 79, 142
83, 79, 143
82, 80, 145
80, 84, 143
86, 77, 145
86, 79, 141
93, 72, 143
104, 83, 143
90, 74, 147
92, 75, 144
85, 78, 138
90, 74, 143
92, 73, 142
93, 73, 144
92, 72, 144
91, 73, 143
90, 74, 142
90, 74, 140
88, 75, 140
84, 78, 142
85, 79, 144
82, 80, 144
96, 93, 144
86, 77, 146
86, 78, 142
93, 72, 143
93, 72, 145
91, 73, 147
86, 77, 142
85, 78, 140
90, 74, 144
92, 72, 144
92, 73, 143
93, 72, 144
91, 74, 143
90, 74, 142
89, 75, 141
87, 76, 140
85, 78, 142
83, 79, 142
82, 80, 140
83, 80, 143
85, 78, 144
87, 77, 143
93, 72, 142
95, 71, 145
92, 72, 146
85, 78, 143
84, 79, 141
90, 74, 145
93, 72, 145
94, 72, 145
93, 72, 145
91, 73, 145
91, 74, 143
88, 75, 141
87, 76, 140
86, 77, 143
87, 76, 144
87, 76, 141
84, 78, 142
84, 78, 142
89, 81, 143
92, 72, 142
91, 73, 142
92, 72, 146
86, 77, 145
84, 79, 141
85, 78, 139
92, 72, 143
92, 73, 144
91, 73, 144
92, 73, 146
90, 74, 145
89, 77, 143
86, 77, 140
87, 76, 143
88, 76, 143
86, 77, 140
84, 79, 141
85, 79, 142
85, 82, 141
92, 73, 142
92, 72, 143
92, 73, 146
88, 76, 146
86, 77, 143
92, 74, 141
92, 73, 141
95, 73, 145
96, 74, 146
92, 73, 148
95, 81, 147
102, 89, 144
92, 77, 143
88, 75, 144
88, 76, 143
87, 76, 141
87, 76, 143
84, 79, 142
89, 85, 143
92, 73, 143
91, 73, 143
91, 73, 145
87, 76, 144
87, 77, 143
91, 73, 142
91, 73, 141
93, 73, 145
91, 73, 145
91, 73, 146
97, 89, 142
98, 89, 143
89, 75, 143
88, 75, 143
85, 78, 143
86, 77, 142
86, 77, 142
84, 79, 141
83, 80, 142
91, 73, 144
89, 75, 142
90, 74, 144
87, 77, 143
86, 77, 142
91, 73, 142
93, 73, 142
96, 76, 144
95, 75, 145
91, 73, 145
103, 91, 144
105, 91, 144
94, 78, 144
87, 76, 143
86, 77, 143
89, 78, 145
92, 72, 146
85, 79, 140
85, 80, 142
88, 75, 144
89, 75, 142
89, 75, 141
87, 76, 141
84, 78, 141
89, 76, 142
93, 73, 144
94, 75, 144
92, 74, 144
93, 74, 144
96, 79, 146
93, 77, 147
88, 76, 141
85, 77, 140
86, 77, 144
86, 77, 141
93, 72, 143
84, 79, 138
84, 79, 142
92, 76, 146
91, 73, 145
89, 75, 141
87, 76, 139
89, 78, 142
88, 80, 142
102, 87, 141
102, 86, 143
103, 81, 144
93, 72, 144
92, 74, 146
98, 78, 147
93, 74, 143
92, 73, 144
89, 75, 146
93, 72, 143
92, 72, 139
83, 79, 137
85, 80, 141
87, 76, 145
92, 73, 145
90, 74, 141
87, 77, 138
86, 79, 139
93, 89, 138
95, 88, 136
94, 80, 141
93, 72, 145
95, 71, 145
94, 72, 145
93, 72, 147
93, 72, 145
92, 73, 143
86, 77, 142
92, 72, 141
89, 74, 138
87, 77, 142
85, 80, 141
89, 75, 146
91, 73, 145
91, 73, 142
90, 74, 142
94, 80, 140
93, 82, 141
104, 88, 139
102, 83, 140
98, 74, 146
102, 76, 144
95, 72, 144
93, 72, 145
95, 71, 147
93, 72, 145
88, 75, 142
91, 73, 140
91, 76, 140
96, 87, 142
90, 82, 142
88, 75, 145
89, 75, 143
89, 75, 142
90, 74, 142
90, 74, 142
89, 75, 143
94, 71, 146
95, 72, 145
93, 72, 146
93, 72, 144
93, 72, 143
94, 71, 145
94, 71, 146
94, 71, 146
90, 74, 143
86, 77, 138
86, 79, 140
88, 83, 142
85, 79, 141
91, 73, 147
92, 73, 147
91, 73, 144
92, 74, 143
91, 75, 143
90, 75, 143
94, 74, 146
102, 79, 146
112, 87, 145
101, 79, 145
93, 73, 142
96, 72, 144
95, 70, 145
96, 74, 145
91, 73, 145
88, 75, 143
89, 78, 145
90, 81, 144
85, 78, 141
89, 75, 145
90, 74, 146
91, 73, 145
90, 74, 143
90, 75, 142
90, 75, 143
95, 78, 145
98, 75, 145
97, 74, 146
93, 73, 145
93, 75, 142
93, 72, 144
96, 69, 149
94, 79, 146
87, 76, 146
88, 75, 145
88, 75, 146
87, 76, 144
85, 78, 142
89, 75, 145
89, 75, 146
91, 73, 144
90, 74, 143
89, 74, 141
92, 74, 143
99, 84, 143
99, 71, 148
97, 71, 147
94, 73, 146
95, 76, 143
108, 86, 143
99, 75, 150
109, 94, 147
93, 79, 150
88, 75, 148
88, 75, 146
88, 77, 143
85, 78, 141
89, 75, 145
90, 74, 145
89, 74, 144
91, 74, 142
91, 74, 143
92, 73, 144
103, 88, 142
99, 68, 148
96, 69, 146
95, 72, 146
92, 75, 142
93, 74, 144
93, 76, 147
97, 87, 147
92, 80, 148
88, 75, 147
87, 76, 144
86, 77, 141
85, 78, 140
88, 75, 143
91, 73, 145
89, 75, 143
90, 74, 142
92, 74, 142
92, 73, 144
96, 77, 145
102, 74, 143
108, 82, 142
94, 72, 146
94, 75, 143
107, 87, 143
108, 91, 144
108, 93, 146
102, 89, 145
90, 74, 147
88, 75, 143
87, 76, 141
85, 78, 140
90, 74, 144
89, 75, 143
88, 76, 143
88, 75, 142
90, 74, 142
91, 73, 144
91, 74, 144
93, 73, 142
95, 73, 143
95, 73, 145
93, 72, 143
92, 75, 143
94, 79, 145
95, 81, 146
91, 78, 145
89, 75, 143
88, 76, 142
87, 76, 141
87, 76, 141
93, 73, 146
90, 74, 144
88, 76, 143
92, 76, 144
93, 76, 143
91, 73, 144
92, 73, 144
94, 71, 145
99, 74, 146
97, 73, 146
93, 72, 144
100, 81, 142
90, 77, 144
91, 78, 145
90, 76, 143
87, 76, 138
88, 76, 140
89, 75, 142
89, 75, 143
90, 74, 144
88, 75, 144
88, 76, 144
88, 75, 144
89, 76, 143
91, 74, 143
91, 73, 142
93, 72, 143
95, 70, 145
94, 71, 145
93, 72, 144
91, 73, 143
89, 77, 143
89, 77, 143
88, 76, 141
87, 76, 138
89, 75, 140
92, 73, 143
91, 74, 143
93, 75, 144
87, 76, 144
88, 76, 145
93, 77, 145
93, 78, 145
91, 74, 144
88, 75, 140
93, 72, 142
94, 71, 143
94, 71, 144
94, 71, 145
96, 78, 143
89, 76, 141
88, 76, 141
87, 76, 139
89, 75, 140
90, 74, 141
93, 72, 144
92, 74, 143
91, 76, 144
86, 77, 142
86, 78, 141
85, 77, 143
88, 76, 143
88, 75, 143
88, 76, 140
93, 72, 140
95, 71, 142
96, 70, 145
94, 71, 145
89, 75, 142
88, 75, 141
88, 75, 141
88, 76, 140
88, 76, 141
91, 73, 143
92, 73, 143
90, 74, 143
92, 75, 145
92, 76, 143
92, 76, 142
87, 77, 143
89, 76, 143
89, 76, 142
87, 76, 142
94, 73, 140
95, 70, 140
100, 73, 144
94, 72, 145
91, 74, 143
89, 75, 140
92, 75, 143
88, 76, 142
89, 75, 143
91, 73, 144
98, 76, 144
95, 77, 143
88, 75, 144
90, 74, 144
89, 75, 142
86, 77, 142
84, 79, 140
87, 76, 142
88, 77, 143
87, 79, 138
95, 71, 142
96, 73, 142
93, 73, 144
90, 74, 143
87, 76, 140
88, 75, 142
88, 75, 142
89, 74, 144
91, 73, 145
91, 73, 143
91, 75, 142
91, 73, 146
90, 74, 144
85, 78, 140
86, 77, 142
89, 76, 144
89, 74, 146
88, 76, 146
98, 92, 140
104, 88, 138
104, 87, 135
104, 82, 143
90, 74, 144
92, 77, 143
89, 75, 142
89, 75, 143
91, 74, 146
91, 74, 146
96, 74, 145
92, 73, 143
91, 73, 144
88, 75, 143
86, 77, 142
86, 77, 142
87, 76, 142
90, 74, 145
88, 76, 146
87, 87, 139
98, 97, 134
93, 84, 137
95, 74, 144
91, 73, 145
88, 78, 142
89, 75, 143
89, 75, 143
90, 74, 144
90, 74, 144
91, 73, 142
92, 73, 143
90, 74, 142
91, 78, 142
90, 77, 144
86, 77, 141
92, 75, 143
90, 74, 145
87, 76, 145
86, 79, 143
104, 92, 142
108, 91, 142
95, 74, 143
94, 75, 145
93, 80, 144
88, 76, 143
89, 75, 143
89, 75, 143
90, 74, 142
90, 74, 142
91, 73, 143
89, 74, 144
88, 78, 143
86, 78, 143
86, 77, 140
89, 75, 142
88, 75, 143
83, 79, 142
84, 78, 144
91, 73, 149
94, 74, 145
93, 73, 143
93, 77, 143
89, 76, 143
88, 76, 142
88, 75, 141
90, 74, 142
90, 74, 142
90, 74, 142
90, 74, 144
90, 74, 146
97, 88, 144
95, 80, 145
89, 75, 143
91, 75, 143
88, 75, 143
80, 81, 139
85, 78, 145
87, 76, 146
93, 72, 146
97, 78, 142
102, 86, 141
91, 76, 142
88, 75, 142
87, 76, 140
89, 75, 141
90, 74, 142
89, 75, 143
90, 74, 144
89, 75, 145
89, 81, 144
89, 75, 145
89, 75, 143
87, 76, 140
89, 75, 144
82, 80, 141
84, 78, 144
86, 77, 146
93, 72, 148
93, 77, 142
90, 76, 141
89, 75, 141
88, 76, 141
88, 75, 141
89, 75, 142
90, 74, 142
90, 74, 143
88, 75, 143
87, 76, 146
92, 80, 146
90, 74, 145
88, 75, 143
89, 75, 142
88, 75, 144
86, 77, 144
86, 77, 145
92, 75, 150
92, 73, 149
95, 76, 145
91, 75, 141
88, 76, 140
86, 77, 140
89, 77, 142
89, 75, 143
90, 74, 142
90, 74, 143
89, 74, 144
86, 79, 140
88, 76, 143
90, 74, 144
89, 74, 144
88, 76, 141
88, 76, 143
85, 78, 142
87, 76, 142
87, 77, 143
87, 76, 144
88, 75, 141
88, 76, 137
87, 77, 138
87, 79, 141
86, 80, 142
88, 76, 143
88, 76, 141
87, 76, 140
88, 76, 141
92, 77, 140
92, 74, 143
91, 73, 145
90, 74, 142
87, 76, 140
88, 75, 142
87, 76, 143
92, 73, 143
92, 72, 144
89, 75, 145
91, 73, 143
91, 73, 137
90, 74, 140
95, 87, 143
90, 81, 145
89, 76, 144
89, 75, 142
87, 76, 138
86, 77, 136
92, 73, 143
89, 75, 143
90, 74, 144
89, 75, 143
88, 76, 141
86, 77, 140
87, 76, 141
94, 71, 143
93, 72, 144
88, 75, 142
88, 76, 139
89, 74, 139
91, 73, 144
88, 80, 145
87, 78, 146
88, 76, 143
87, 76, 139
86, 77, 138
82, 80, 137
91, 73, 145
90, 74, 145
91, 73, 145
95, 77, 145
89, 75, 143
87, 76, 141
87, 76, 139
94, 71, 142
93, 72, 142
88, 76, 140
88, 76, 139
92, 72, 143
92, 73, 147
95, 85, 146
87, 78, 146
88, 76, 143
88, 76, 139
87, 78, 138
89, 84, 141
90, 74, 146
91, 74, 146
90, 74, 142
91, 77, 143
87, 77, 141
86, 77, 141
86, 77, 140
91, 73, 142
89, 75, 142
83, 79, 140
83, 79, 138
90, 74, 143
92, 73, 144
88, 79, 144
87, 78, 145
87, 77, 141
86, 79, 138
87, 81, 136
89, 90, 135
91, 73, 147
94, 71, 148
96, 73, 145
100, 83, 142
95, 80, 143
88, 76, 142
85, 78, 141
85, 77, 141
86, 77, 142
81, 80, 141
82, 81, 143
89, 75, 142
92, 73, 141
100, 87, 142
88, 76, 145
86, 82, 137
91, 86, 136
92, 77, 141
89, 80, 136
90, 74, 145
93, 72, 146
93, 72, 143
91, 76, 142
88, 76, 142
89, 75, 143
84, 79, 141
84, 78, 142
85, 78, 143
83, 81, 142
83, 85, 138
88, 75, 141
89, 76, 140
91, 74, 145
89, 75, 146
87, 88, 135
87, 87, 135
91, 74, 141
89, 74, 141
93, 73, 145
92, 72, 144
91, 73, 141
89, 75, 140
91, 73, 142
89, 74, 144
90, 79, 144
87, 80, 144
85, 80, 143
86, 85, 140
89, 78, 142
89, 75, 141
93, 78, 143
93, 75, 145
92, 76, 145
88, 83, 140
85, 81, 138
91, 74, 141
92, 73, 144
92, 73, 144
91, 73, 142
90, 74, 141
89, 75, 140
91, 73, 143
89, 75, 141
85, 77, 141
83, 79, 141
81, 82, 139
82, 84, 139
89, 75, 142
88, 75, 139
87, 76, 140
90, 74, 145
88, 77, 143
86, 78, 142
85, 79, 139
89, 75, 141
90, 74, 143
97, 78, 142
91, 74, 141
89, 75, 141
89, 74, 141
90, 74, 143
91, 74, 141
91, 74, 142
87, 78, 142
86, 81, 140
87, 84, 140
88, 76, 141
88, 76, 137
87, 76, 139
93, 76, 145
99, 86, 142
88, 79, 141
92, 82, 140
92, 75, 143
93, 74, 146
90, 76, 141
91, 74, 141
88, 75, 140
88, 76, 141
88, 76, 142
90, 74, 142
93, 72, 144
86, 77, 141
85, 78, 142
84, 79, 142
87, 76, 141
88, 76, 139
87, 76, 140
88, 77, 143
87, 78, 142
86, 79, 141
87, 78, 141
89, 75, 143
89, 75, 143
88, 77, 140
98, 81, 141
88, 76, 140
90, 75, 143
91, 75, 144
89, 75, 141
93, 73, 143
93, 77, 145
95, 81, 147
88, 76, 146
87, 76, 143
89, 75, 142
87, 76, 141
101, 87, 144
94, 83, 143
89, 79, 142
88, 79, 142
90, 74, 145
107, 81, 144
87, 78, 139
87, 77, 140
88, 76, 141
89, 75, 143
89, 75, 143
90, 74, 142
91, 75, 141
90, 75, 143
88, 76, 146
88, 75, 146
84, 78, 142
86, 77, 142
87, 76, 143
87, 76, 143
88, 77, 143
87, 78, 143
87, 80, 143
91, 74, 146
93, 72, 143
89, 77, 142
87, 77, 140
